,year,month,qty out
0,2020,3,181311.0
1,2020,4,342900.0
2,2020,5,366805.0
3,2020,6,375369.0
4,2020,7,1067084.0
5,2020,8,753875.0
6,2020,9,596855.0
7,2020,10,1108777.0
8,2020,11,1383284.0
9,2020,12,2597046.0
10,2021,1,4882113.0
11,2021,2,2510643.0
12,2021,3,4118497.0
13,2021,4,14316.0
14,2021,12,58260.0
