,year,month,qty out
0,2020,3,181311.0
1,2020,4,342900.0
2,2020,5,361805.0
3,2020,6,380369.0
4,2020,7,446227.0
5,2020,8,195055.0
6,2020,9,481306.0
7,2020,10,1108777.0
8,2020,11,1383284.0
9,2020,12,2603598.0
10,2021,1,4882113.0
11,2021,2,2419828.0
12,2021,3,3024951.0
13,2021,4,100.0
14,2021,7,136.0
15,2021,12,58414.0
