,year,month,qty out
0,2020,3,181311.0
1,2020,4,342900.0
2,2020,5,361805.0
3,2020,6,380369.0
4,2020,7,446927.0
5,2020,8,195105.0
6,2020,9,482711.0
7,2020,10,1114027.0
8,2020,11,1383284.0
9,2020,12,2568025.0
10,2021,1,4844342.0
11,2021,2,925717.0
